"id","token","bayes_categories_id","count"
"1169","excites","2","1"
"1170","researchers","2","6"
"1171","practitioners","2","1"
"1172","chief","2","1"
"1173","amount","2","4"
"1174","money","2","1"
"1175","spend","2","2"
"1176","traditional","2","5"
"1177","conducting","2","2"
"1178","surveys","2","3"
"1179","households","2","1"
"1180","firms","2","1"
"1181","writing","2","2"
"1182","large","2","14"
"1183","grants","2","1"
"1184","spending","2","2"
"1185","days","2","4"
"1186","traveling","2","1"
"1187","sites","2","4"
"1188","hiring","2","1"
"1189","training","2","1"
"1190","enumerators","2","1"
"1191","dealing","2","1"
"1192","inevitable","2","1"
"1193","survey","2","5"
"1194","hiccups","2","1"
"1195","sit","2","1"
"1196","home","2","2"
"1197","pajamas","2","2"
"1198","clicks","2","1"
"1199","mouse","2","5"
"1200","download","2","1"
"1201","needed","2","1"
"1202","study","2","13"
"1203","impacts","2","14"
"1204","program","2","2"
"1205","intervention","2","1"
"1206","vision","2","3"
"1207","research","2","13"
"1208","intoxicating","2","1"
"1209","bolstered","2","1"
"1210","vast","2","1"
"1211","imagery","2","7"
"1212","acquired","2","2"
"1213","made","2","3"
"1214","rise","2","2"
"1215","nano","2","1"
"1216","micro","2","4"
"1217","technology","2","6"
"1218","basically","2","4"
"1219","fleets","2","1"
"1220","cheap","2","2"
"1221","small","2","11"
"1222","image","2","2"
"1223","earth","2","4"
"1224","temporal","2","2"
"1225","deployed","2","3"
"1226","partner","2","1"
"1227","skybox","2","1"
"1228","hold","2","1"
"1229","promise","2","1"
"1230","types","2","7"
"1231","folks","2","2"
"1232","true","2","3"
"1233","agriculture","2","4"
"1234","unlike","2","2"
"1235","manufacturing","2","2"
"1236","sector","2","3"
"1237","production","2","8"
"1238","takes","2","2"
"1239","place","2","6"
"1240","agricultural","2","10"
"1241","staple","2","1"
"1242","grown","2","2"
"1243","african","2","1"
"1244","smallholders","2","1"
"1245","maize","2","5"
"1246","difference","2","5"
"1247","healthy","2","10"
"1248","highly","2","7"
"1249","yielding","2","2"
"1250","nutrient","2","9"
"1251","moisture","2","1"
"1252","stressed","2","2"
"1253","main","2","6"
"1254","clue","2","1"
"1255","color","2","1"
"1256","vegetation","2","11"
"1257","reflects","2","3"
"1258","absorbs","2","2"
"1259","wavelengths","2","5"
"1260","light","2","8"
"1261","leaves","2","3"
"1262","plants","2","3"
"1263","deep","2","9"
"1264","green","2","2"
"1265","dead","2","2"
"1266","brown","2","1"
"1267","sensors","2","7"
"1268","discern","2","2"
"1269","differences","2","8"
"1270","visual","2","2"
"1271","turns","2","2"
"1272","visible","2","3"
"1273","spectrum","2","2"
"1274","strongly","2","4"
"1275","infrared","2","3"
"1276","human","2","11"
"1277","eye","2","5"
"1278","simple","2","4"
"1279","ratios","2","6"
"1280","reflectance","2","3"
"1281","form","2","4"
"1282","basis","2","4"
"1283","measures","2","11"
"1284","vegetative","2","3"
"1285","vigor","2","3"
"1286","familiar","2","2"
"1287","normalized","2","1"
"1288","index","2","2"
"1289","ndvi","2","1"
"1290","big","2","5"
"1291","trick","2","1"
"1292","map","2","4"
"1293","derived","2","7"
"1294","indices","2","1"
"1295","approaches","2","6"
"1296","detail","2","1"
"1297","combines","2","4"
"1298","indicies","2","1"
"1299","farm","2","6"
"1300","yield","2","37"
"1301","observations","2","5"
"1302","collected","2","2"
"1303","typical","2","1"
"1304","household","2","2"
"1305","regressing","2","2"
"1306","estimated","2","2"
"1307","relationship","2","4"
"1308","applied","2","6"
"1309","plots","2","12"
"1310","observe","2","3"
"1311","ground","2","8"
"1312","pre","2","6"
"1313","existing","2","3"
"1314","estimates","2","6"
"1315","simulation","2","1"
"1316","agronomist","2","1"
"1317","structural","2","13"
"1318","applying","2","2"
"1319","relationships","2","3"
"1320","estimate","2","3"
"1321","plot","2","15"
"1322","feature","2","1"
"1323","straightforward","2","1"
"1324","account","2","2"
"1325","role","2","11"
"1326","varying","2","2"
"1327","factors","2","11"
"1328","affect","2","6"
"1329","larger","2","5"
"1330","developed","2","8"
"1331","developing","2","4"
"1332","recently","2","4"
"1333","generally","2","11"
"1334","resolve","2","1"
"1335","sizes","2","4"
"1336","half","2","2"
"1337","acre","2","4"
"1338","africa","2","3"
"1339","instance","2","2"
"1340","modis","2","1"
"1341","sensor","2","5"
"1342","250m","2","2"
"1343","meaning","2","2"
"1344","pixel","2","1"
"1345","cover","2","3"
"1346","shown","2","3"
"1347","surprisingly","2","3"
"1348","fields","2","11"
"1349","author","2","10"
"1350","showing","2","3"
"1351","predicted","2","5"
"1352","observed","2","10"
"1353","northern","2","5"
"1354","aka","2","1"
"1355","americans","2","1"
"1356","great","2","7"
"1357","plains","2","2"
"1358","average","2","13"
"1359","cases","2","5"
"1360","hectares","2","1"
"1361","equivalent","2","2"
"1362","sibley","2","1"
"1363","success","2","1"
"1364","eyes","2","1"
"1365","beholder","2","1"
"1366","good","2","18"
"1367","r2s","2","1"
"1368","case","2","4"
"1369","truth","2","2"
"1370","construct","2","2"
"1371","prediction","2","1"
"1372","setting","2","3"
"1373","mechanistic","2","4"
"1374","understanding","2","10"
"1375","relates","2","1"
"1376","rich","2","7"
"1377","poor","2","4"
"1378","smallholder","2","6"
"1379","harder","2","1"
"1380","smaller","2","4"
"1381","difficulty","2","3"
"1382","impossibility","2","1"
"1383","resolving","2","1"
"1384","lack","2","4"
"1385","predictions","2","1"
"1386","satisfactory","2","1"
"1387","environments","2","2"
"1388","sources","2","2"
"1389","sky","2","2"
"1390","starting","2","1"
"1391","meter","2","1"
"1392","resolutions","2","1"
"1393","covered","2","1"
"1394","pixels","2","1"
"1395","ensure","2","2"
"1396","cloud","2","2"
"1397","free","2","6"
"1398","images","2","2"
"1399","problem","2","3"
"1400","rainy","2","1"
"1401","tropics","2","3"
"1402","working","2","3"
"1403","collaborators","2","1"
"1404","kenya","2","3"
"1405","uganda","2","1"
"1406","rwanda","2","1"
"1407","linking","2","2"
"1408","collecting","2","1"
"1409","understand","2","3"
"1410","capably","2","1"
"1411","predict","2","2"
"1412","heterogeneous","2","4"
"1413","mapped","2","2"
"1414","tracking","2","2"
"1415","ongoing","2","2"
"1416","experiment","2","1"
"1417","farmers","2","10"
"1418","region","2","4"
"1419","locations","2","3"
"1420","long","2","12"
"1421","run","2","3"
"1422","goals","2","1"
"1423","information","2","10"
"1424","boundaries","2","8"
"1425","choice","2","1"
"1426","interested","2","2"
"1427","broader","2","1"
"1428","scale","2","11"
"1429","performance","2","1"
"1430","village","2","1"
"1431","district","2","1"
"1432","level","2","11"
"1433","track","2","1"
"1434","experience","2","4"
"1435","countries","2","2"
"1436","hopeful","2","1"
"1437","challenges","2","5"
"1438","making","2","4"
"1439","term","2","7"
"1440","provide","2","6"
"1441","crops_","2","1"
"1442","individual","2","4"
"1443","easily","2","3"
"1444","employable","2","1"
"1445","researcher","2","2"
"1446","improves","2","1"
"1447","computer","2","1"
"1448","algorithms","2","1"
"1449","remotely","2","1"
"1450","identify","2","10"
"1451","constraints","2","1"
"1452","relaxed","2","1"
"1453","belong","2","1"
"1454","_measurement","2","1"
"1455","error_","2","1"
"1456","hand","2","4"
"1457","fact","2","3"
"1458","perfectly","2","2"
"1459","means","2","8"
"1460","outcome","2","3"
"1461","reduce","2","3"
"1462","statistical","2","1"
"1463","power","2","5"
"1464","immediately","2","1"
"1465","noisier","2","1"
"1466","farmer","2","18"
"1467","reports","2","1"
"1468","measured","2","7"
"1469","error","2","3"
"1470","equipped","2","1"
"1471","effects","2","15"
"1472","sized","2","1"
"1473","rcts","2","1"
"1474","_moving","2","1"
"1475","yield_","2","1"
"1476","finally","2","2"
"1477","powered","2","1"
"1478","profits","2","2"
"1479","consumption","2","4"
"1480","expenditure","2","1"
"1481","assets","2","2"
"1482","expenditures","2","2"
"1483","directly","2","2"
"1484","putting","2","2"
"1485","difficulties","2","1"
"1486","abandon","2","1"
"1487","reason","2","2"
"1488","improve","2","2"
"1489","accurately","2","2"
"1490","compliment","2","1"
"1491","primary","2","3"
"1492","imagine","2","1"
"1493","baseline","2","5"
"1494","follow","2","3"
"1495","entire","2","2"
"1496","faster","2","2"
"1497","cheaper","2","1"
"1498","sample","2","4"
"1499","turn","2","6"
"1500","issue","2","9"
"1501","farms","2","4"
"1502","invariant","2","1"
"1503","soil","2","3"
"1504","type","2","8"
"1505","explain","2","6"
"1506","variation","2","13"
"1507","question","2","3"
"1508","earlier","2","5"
"1509","examples","2","1"
"1510","assemble","2","1"
"1511","huge","2","5"
"1512","samples","2","2"
"1513","afford","2","1"
"1514","blogs","2","3"
"1515","worldbank","2","1"
"1516","impactevaluations","2","1"
"1517","cega","2","2"
"1518","events","2","2"
"1519","dime","2","1"
"1520","workshop","2","1"
"1521","energy","2","4"
"1522","environment","2","6"
"1523","economist","2","2"
"1524","news","2","2"
"1525","quarterly","2","1"
"1526","advantage","2","1"
"1527","smartphones","2","1"
"1528","consumer","2","2"
"1529","technologies","2","5"
"1530","skyboximaging","2","1"
"1531","sciencedirect","2","2"
"1532","science","2","10"
"1533","pii","2","2"
"1534","s0378429012002754","2","2"
"1535","15xluez5oc0","2","1"
"1536","vnuzeqxsyui","2","1"
"1537","aaaaaaaabvs","2","1"
"1538","kxtlmntjumc","2","1"
"1539","lobell2005fig1","2","1"
"1540","abcvnczxd2q","2","1"
"1541","vnuzee7pqji","2","1"
"1542","aaaaaaaabv0","2","1"
"1543","dyqkrowg_8w","2","1"
"1544","sibleyfig6","2","1"
"1545","yaquivalley","2","1"
"1546","stanford","2","2"
"1547","pdf","2","9"
"1548","wheat_2005","2","1"
"1549","hybridmaize","2","1"
"1550","unl","2","1"
"1551","publications","2","4"
"1552","802pdf","2","1"
"1553","web","2","1"
"1554","mburke","2","1"
"1555","papers","2","2"
"1556","burke_storage_2013","2","1"
"1557","ax7kdk6m4ks","2","1"
"1558","vnuzejo02wi","2","1"
"1559","aaaaaaaabvw","2","1"
"1560","akmfsgtrzzk","2","1"
"1561","kenyafields1","2","1"
"1609","year","2","9"
"1610","recorded","2","1"
"1611","belt","2","3"
"1612","justin","2","1"
"1613","gillis","2","1"
"1614","usual","2","2"
"1615","reporting","2","1"
"1616","issues","2","2"
"1617","noaa","2","1"
"1618","york","2","2"
"1619","note","2","2"
"1620","hole","2","1"
"1621","eastern","2","3"
"1622","upper","2","1"
"1623","midwest","2","2"
"1624","bumper","2","1"
"1625","remarkably","2","3"
"1626","cool","2","2"
"1627","expect","2","3"
"1628","fortune","2","1"
"1629","honestly","2","1"
"1630","nytimes","2","3"
"1631","record","2","4"
"1632","surpassing","2","1"
"1633","2rn8groosu","2","1"
"1634","vlrrk_cysli","2","1"
"1635","aaaaaaaaay0","2","1"
"1636","vezx9sglgao","2","1"
"1637","warmestyear2014","2","1"
"1716","child","1","7"
"1717","gift","1","1"
"1718","humanity","1","1"
"1719","development","1","6"
"1720","validation","1","1"
"1721","parental","1","7"
"1722","overvaluation","1","8"
"1723","pos","1","5"
"1724","parents","1","8"
"1725","children","1","7"
"1726","overvalue","1","2"
"1727","believing","1","1"
"1728","special","1","2"
"1729","entitled","1","1"
"1730","introduces","1","1"
"1731","concept","1","1"
"1732","concise","1","1"
"1733","individual","1","4"
"1734","retest","1","1"
"1735","stability","1","2"
"1736","months","1","2"
"1737","demonstrated","1","2"
"1738","representative","1","1"
"1739","sample","1","5"
"1740","dutch","1","1"
"1741","american","1","1"
"1742","internally","1","1"
"1743","consistent","1","5"
"1744","single","1","9"
"1745","strong","1","3"
"1746","measurement","1","1"
"1747","invariance","1","1"
"1748","sexes","1","1"
"1749","good","1","2"
"1750","convergent","1","1"
"1751","discriminant","1","1"
"1752","criterion","1","6"
"1753","validity","1","2"
"1754","narcissistic","1","1"
"1755","studies","1","9"
"1756","overclaim","1","1"
"1757","knowledge","1","3"
"1758","perceive","1","1"
"1759","gifted","1","1"
"1760","actual","1","1"
"1761","scores","1","1"
"1762","justify","1","1"
"1763","stand","1","1"
"1764","frequently","1","1"
"1765","praise","1","1"
"1766","real","1","1"
"1767","life","1","5"
"1768","settings","1","2"
"1769","contrast","1","3"
"1770","consistently","1","1"
"1771","related","1","2"
"1772","parenting","1","2"
"1773","dimensions","1","1"
"1774","warmth","1","1"
"1775","control","1","4"
"1776","personality","1","1"
"1777","traits","1","1"
"1778","importantly","1","1"
"1779","overvalued","1","1"
"1780","intelligent","1","1"
"1781","performing","1","1"
"1782","important","1","5"
"1783","implications","1","4"
"1784","beliefs","1","1"
"1785","practices","1","3"
"1786","shed","1","1"
"1787","determinants","1","3"
"1788","socialization","1","1"
"1789","views","1","1"
"1790","narcissism","1","1"
"1791","psycinfo","1","1"
"1792","database","1","1"
"1793","record","1","6"
"1794","apa","1","1"
"1795","rights","1","1"
"1796","reserved","1","1"
"1797","shape","2","9"
"1798","changing","2","4"
"1799","magnetic","2","10"
"1800","assemblies","2","2"
"1801","sensitivity","2","3"
"1802","nmr","2","4"
"1803","readable","2","1"
"1804","nanoprobes","2","1"
"1805","fluorescent","2","1"
"1806","plasmonic","2","1"
"1807","labels","2","1"
"1808","revolutionized","2","1"
"1809","molecular","2","10"
"1810","biology","2","5"
"1811","helping","2","2"
"1812","visualize","2","1"
"1813","cellular","2","6"
"1814","biomolecular","2","1"
"1815","processes","2","6"
"1816","increasingly","2","1"
"1817","probes","2","2"
"1818","designed","2","1"
"1819","respond","2","5"
"1820","reduced","2","5"
"1821","tissue","2","11"
"1822","autofluorescence","2","1"
"1823","photon","2","5"
"1824","attenuation","2","3"
"1825","enable","2","1"
"1826","subsurface","2","1"
"1827","vivo","2","5"
"1828","optical","2","6"
"1829","decrease","2","2"
"1830","rapidly","2","2"
"1831","increasing","2","4"
"1832","depth","2","1"
"1833","present","2","9"
"1834","design","2","4"
"1835","obviates","2","1"
"1836","addressability","2","1"
"1837","operating","2","2"
"1838","nuclear","2","7"
"1839","resonance","2","3"
"1840","radio","2","4"
"1841","frequency","2","7"
"1842","signal","2","2"
"1843","distortion","2","1"
"1844","biological","2","7"
"1845","media","2","1"
"1846","negligible","2","1"
"1847","background","2","1"
"1848","interferences","2","1"
"1849","vanish","2","1"
"1850","spatially","2","4"
"1851","located","2","5"
"1852","standard","2","2"
"1853","imaging","2","2"
"1854","mri","2","2"
"1855","equipment","2","1"
"1856","addressable","2","1"
"1857","presented","2","1"
"1858","comprise","2","1"
"1859","pairs","2","1"
"1860","disks","2","1"
"1861","spaced","2","1"
"1862","swellable","2","1"
"1863","hydrogel","2","1"
"1864","material","2","3"
"1865","reversibly","2","2"
"1866","reconfigure","2","1"
"1867","rapid","2","3"
"1868","chosen","2","1"
"1869","stimuli","2","1"
"1870","geometry","2","2"
"1871","dependent","2","7"
"1872","dynamic","2","3"
"1873","spectral","2","2"
"1874","signatures","2","1"
"1875","biocompatible","2","1"
"1876","materials","2","4"
"1877","detectable","2","1"
"1878","concentrations","2","6"
"1879","offer","2","2"
"1880","responsive","2","1"
"1881","shifts","2","1"
"1882","close","2","2"
"1883","million","2","2"
"1884","spectroscopies","2","1"
"1885","inherent","2","1"
"1886","adaptability","2","1"
"1887","systems","2","5"
"1888","numerous","2","1"
"1889","environmental","2","9"
"1890","physiological","2","2"
"1891","indicators","2","1"
"1892","providing","2","5"
"1893","broadly","2","2"
"1894","generalizable","2","1"
"1895","compatible","2","3"
"1896","analogues","2","1"
"1897","optically","2","1"
"1898","chemical","2","5"
"1899","medical","2","3"
"1900","engineering","2","3"
"1901","monolayer","2","5"
"1902","semiconductor","2","3"
"1903","nanocavity","2","1"
"1904","lasers","2","2"
"1905","ultralow","2","2"
"1906","electromagnetic","2","1"
"1907","nanometre","2","2"
"1908","emitter","2","2"
"1909","photonic","2","2"
"1910","cavity","2","3"
"1911","significantly","2","1"
"1912","enhance","2","2"
"1913","spontaneous","2","1"
"1914","rate","2","9"
"1915","quantum","2","5"
"1916","electrodynamics","2","1"
"1917","purcell","2","1"
"1918","regime","2","2"
"1919","effect","2","9"
"1920","greatly","2","2"
"1921","lasing","2","3"
"1922","threshold","2","6"
"1923","laser","2","2"
"1924","footprint","2","1"
"1925","ultrafast","2","4"
"1926","modulation","2","2"
"1927","nanoscale","2","2"
"1928","successfully","2","1"
"1929","embedding","2","1"
"1930","dots","2","2"
"1931","crystal","2","3"
"1932","pcc","2","4"
"1933","impede","2","1"
"1934","practical","2","2"
"1935","application","2","1"
"1936","architecture","2","2"
"1937","including","2","6"
"1938","random","2","2"
"1939","positions","2","1"
"1940","compositional","2","1"
"1941","fluctuations","2","2"
"1942","injection","2","2"
"1943","compatibility","2","1"
"1944","electronic","2","2"
"1945","circuits","2","1"
"1946","report","2","18"
"1947","atomically","2","1"
"1948","thin","2","1"
"1949","crystalline","2","1"
"1950","tungsten","2","1"
"1951","diselenide","2","1"
"1952","destructively","2","1"
"1953","deterministically","2","1"
"1954","introduced","2","2"
"1955","medium","2","2"
"1956","surface","2","11"
"1957","fabricated","2","1"
"1958","continuous","2","1"
"1959","wave","2","1"
"1960","nanolaser","2","1"
"1961","pumping","2","2"
"1962","nanowatts","2","1"
"1963","kelvin","2","1"
"1964","dot","2","1"
"1965","action","2","2"
"1966","lies","2","1"
"1967","nature","2","1"
"1968","confines","2","1"
"1969","direct","2","4"
"1970","gap","2","1"
"1971","excitons","2","2"
"1972","unprecedented","2","1"
"1973","accessibility","2","1"
"1974","tailor","2","1"
"1975","properties","2","2"
"1976","external","2","2"
"1977","controls","2","3"
"1978","electrostatic","2","1"
"1979","gating","2","2"
"1980","enabling","2","2"
"1981","electrically","2","1"
"1982","pumped","2","1"
"1983","operation","2","1"
"1984","scheme","2","1"
"1985","scalable","2","1"
"1986","integrated","2","1"
"1987","photonics","2","1"
"1988","chip","2","3"
"1989","communication","2","1"
"1990","atomic","2","4"
"1991","structure","2","10"
"1992","anthrax","2","3"
"1993","protective","2","8"
"1994","antigen","2","9"
"1995","pore","2","5"
"1996","elucidates","2","1"
"1997","toxin","2","2"
"1998","translocation","2","5"
"1999","comprising","2","2"
"2000","lethal","2","3"
"2001","factor","2","13"
"2002","oedema","2","3"
"2003","major","2","8"
"2004","virulence","2","2"
"2005","bacillus","2","1"
"2006","anthracis","2","1"
"2007","agent","2","1"
"2008","mortality","2","4"
"2009","animals","2","4"
"2010","forms","2","2"
"2011","oligomeric","2","1"
"2012","prepores","2","2"
"2013","undergo","2","2"
"2014","conversion","2","3"
"2015","membrane","2","4"
"2016","spanning","2","3"
"2017","pores","2","2"
"2018","endosomal","2","1"
"2019","acidification","2","1"
"2020","translocate","2","1"
"2021","enzymes","2","4"
"2022","cytosol","2","5"
"2023","target","2","7"
"2024","cells","2","42"
"2025","vaccine","2","1"
"2026","component","2","2"
"2027","therapeutic","2","2"
"2028","infections","2","2"
"2029","excellent","2","1"
"2030","mechanism","2","6"
"2031","protein","2","20"
"2032","biochemical","2","1"
"2033","electrophysiological","2","1"
"2034","results","2","16"
"2035","proposed","2","1"
"2036","phi","2","1"
"2037","clamp","2","2"
"2038","composed","2","2"
"2039","phenylalanine","2","1"
"2040","phe","2","1"
"2041","residues","2","1"
"2042","catalyses","2","1"
"2043","charge","2","1"
"2044","brownian","2","2"
"2045","ratchet","2","2"
"2046","structures","2","4"
"2047","senses","2","2"
"2048","converts","2","1"
"2049","active","2","4"
"2050","translocates","2","1"
"2051","defined","2","3"
"2052","cryo","2","2"
"2053","electron","2","10"
"2054","microscopy","2","7"
"2055","counting","2","4"
"2056","determine","2","4"
"2057","reveals","2","7"
"2058","sought","2","2"
"2059","catalytic","2","2"
"2060","channel","2","3"
"2061","supports","2","2"
"2062","comparisons","2","3"
"2063","reveal","2","5"
"2064","conformational","2","1"
"2065","prepore","2","1"
"2066","support","2","4"
"2067","multi","2","2"
"2068","step","2","2"
"2069","sensed","2","2"
"2070","formed","2","3"
"2071","selection","2","14"
"2072","noise","2","4"
"2073","constrains","2","1"
"2074","eukaryotic","2","2"
"2075","promoter","2","4"
"2076","genetic","2","11"
"2077","segregating","2","2"
"2078","species","2","14"
"2079","combined","2","3"
"2080","activities","2","8"
"2081","mutation","2","3"
"2082","drift","2","1"
"2083","absence","2","4"
"2084","polymorphisms","2","3"
"2085","expected","2","1"
"2086","subset","2","3"
"2087","mutations","2","6"
"2088","comparing","2","3"
"2089","test","2","2"
"2090","evidence","2","4"
"2091","exists","2","1"
